rho,seed,T,alpha,eta,theta_lambda,theta_lr,theta_inner_steps,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,problem,gamma,intended_prob,num_trajectories,max_steps,checkpoint_count,device,status,error,step,checkpoint_idx,solver_avg_reward,solver_success_rate,greedy_avg_reward,greedy_success_rate,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,train_elapsed_seconds,elapsed_seconds,run_idx
0.05,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1973000000000001,0.89,0.04040000000000009,0.94,-1.8233835777818195,-3.7512616818031925,0.7266152617880975,-1.8416921624621179,92.42704822395196,0.015348790573506903,0.40657867400142256,0.0339542698544574,24.103392533957958,26.289644316013437,3
0.05,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16685000000000008,0.92,0.04040000000000009,0.94,-1.827893992847724,-4.181294507270049,0.8721047519376978,-1.8468632718267133,99.27641081517726,0.017013186524665165,0.43088890104242855,0.031883940237680236,24.103392533957958,26.39659370301524,3
0.05,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.15425000000000008,0.92,0.04040000000000009,0.94,-1.8302054030661348,-4.590196849374935,1.019793239432439,-1.8496488398313027,104.339495835537,0.020561874773092962,0.4117824137141961,0.029807874910647715,24.103392533957958,26.50333627901273,3
0.05,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.1031000000000001,0.92,0.04040000000000009,0.94,-1.8074866003529595,-5.129075653113562,1.1925119319448203,-1.8271531775925651,108.98434318515949,0.01932447966076805,0.4467687212991765,0.027812480280968693,24.103392533957958,26.608563321991824,3
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14835426891198347,-0.14977688349955287,0.0016456705015073473,-0.149689113692955,9.568059509096052,0.0003254656481841916,0.041714056718652616,0.0499848237923863,24.246704368968494,24.460211430035997,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193000000000003,0.0,-2.0056500000000006,0.0,-0.2967159452612298,-0.2991694408344853,0.003283933529910779,-0.3003001870057412,17.40092283977907,0.000589724691141284,0.060644903154823904,0.04994072364621572,24.246704368968494,24.639997715014033,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9933500000000006,0.03,-2.0478000000000005,0.0,-0.44451632769665067,-0.4496273471656725,0.005483490387148575,-0.4495805554518732,26.23629103040424,0.00017991619547037067,0.10468184426109386,0.04983865719390777,24.246704368968494,24.8143027840415,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9015000000000006,0.09,-0.04809999999999996,0.9,-0.5911078005324786,-0.603011067084916,0.008891956662483661,-0.598130037144432,34.914078753811395,0.0008911583835894627,0.08870865674209208,0.04964003666185052,24.246704368968494,24.951130333996844,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.6067500000000008,0.28,-0.04899999999999995,0.9,-0.7347801868178017,-0.7607976127103631,0.015219509127338807,-0.7430074294174184,40.85357495011218,0.000694675073757183,0.12954714587382563,0.0492852007623531,24.246704368968494,25.08339040604187,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3806000000000005,0.37,-0.04854999999999996,0.9,-0.873685446173597,-0.9186855854398714,0.026314187968474182,-0.8835667037594149,44.54227910695405,0.001401967007529677,0.1492251214873896,0.04880110640797477,24.246704368968494,25.211689714051317,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2630500000000007,0.43,-0.03449999999999992,0.91,-1.0065935708112301,-1.080451290794203,0.043406000747679446,-1.0174169036277596,49.12244207902022,0.0013927581862015219,0.17065891660580798,0.04816552968262829,24.246704368968494,25.334728178044315,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9837500000000002,0.57,0.03740000000000009,0.94,-1.1325804802894555,-1.2553995392918926,0.06741902764137535,-1.1448048628626784,52.933003840165874,0.0021605540637591393,0.20517125105357162,0.047389095095203504,24.246704368968494,25.45488190703327,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6946500000000003,0.67,0.03740000000000009,0.94,-1.2503548003178266,-1.4385594501713004,0.09964464262620251,-1.263438256615893,55.825448124735914,0.005467329476096611,0.2028609296053249,0.046390258724441025,24.246704368968494,25.57050407701172,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.45485000000000014,0.76,0.03740000000000009,0.94,-1.3612965297030333,-1.6447364269077582,0.138702846572976,-1.3752181659712792,59.14054349016394,0.0056327510200536975,0.2576535404960144,0.04526112610152126,24.246704368968494,25.684049551025964,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.43670000000000014,0.77,0.03740000000000009,0.94,-1.459996012193543,-1.8604463447412776,0.19000329542173733,-1.47521934956148,63.271970427657934,0.002360397551094107,0.2551139795313996,0.04397559973913922,24.246704368968494,25.800414708035532,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.2866500000000001,0.82,0.03740000000000009,0.94,-1.5478811673367698,-2.110997547009838,0.252118069488433,-1.5635226217900688,67.89516091139227,0.008904746348173488,0.2818096119487264,0.042597091611048014,24.246704368968494,25.91226056602318,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.2716500000000001,0.86,0.03740000000000009,0.94,-1.6299087284342815,-2.3771484464549455,0.32009043543416293,-1.6461291837580152,72.22428037824538,0.007171187874463358,0.31463428051046777,0.041148926632603694,24.246704368968494,26.02291087503545,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.18745000000000012,0.88,0.03740000000000009,0.94,-1.6948075318023366,-2.6829746787646562,0.4051915566059716,-1.7119269055616302,77.31438427769538,0.00867576582687995,0.34060012871608747,0.039514945479809375,24.246704368968494,26.133398332051,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19870000000000013,0.89,0.03740000000000009,0.94,-1.7497229369147898,-2.9868530759622316,0.500276073054627,-1.7675350867777158,82.89714351037398,0.014196352715062513,0.3344946626435936,0.03782021868230828,24.246704368968494,26.243401725019794,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1615000000000001,0.9,0.03740000000000009,0.94,-1.7903279694500989,-3.331458250618134,0.6096709580936271,-1.8079608528532818,86.63975394979283,0.009688009485743618,0.3527085015529016,0.035994998259417516,24.246704368968494,26.352033896022476,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.19630000000000009,0.88,0.03740000000000009,0.94,-1.8233835777818195,-3.7512616818031925,0.7266152617880975,-1.8416921624621179,92.42704822395196,0.015348790573506903,0.40657867400142256,0.0339542698544574,24.246704368968494,26.461654746031854,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16785000000000008,0.92,0.03740000000000009,0.94,-1.827893992847724,-4.181294507270049,0.8721047519376978,-1.8468632718267133,99.27641081517726,0.017013186524665165,0.43088890104242855,0.031883940237680236,24.246704368968494,26.569998585036956,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.15525000000000008,0.92,0.03740000000000009,0.94,-1.8302054030661348,-4.590196849374935,1.019793239432439,-1.8496488398313027,104.339495835537,0.020561874773092962,0.4117824137141961,0.029807874910647715,24.246704368968494,26.678772728017066,4
0.05,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.10410000000000011,0.92,0.03740000000000009,0.94,-1.8074866003529595,-5.129075653113562,1.1925119319448203,-1.8271531775925651,108.98434318515949,0.01932447966076805,0.4467687212991765,0.027812480280968693,24.246704368968494,26.790173162997235,4
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14835426891198347,-0.14977688349955287,0.0016456705015073473,-0.149689113692955,9.568059509096052,0.0003254656481841916,0.041714056718652616,0.0499848237923863,23.71118274802575,23.92859718098771,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193,0.0,-2.0056500000000006,0.0,-0.2967159452612298,-0.2991694408344853,0.003283933529910779,-0.3003001870057412,17.40092283977907,0.000589724691141284,0.060644903154823904,0.04994072364621572,23.71118274802575,24.104385672020726,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9947000000000004,0.03,-2.0548000000000006,0.0,-0.44451632769665067,-0.4496273471656725,0.005483490387148575,-0.4495805554518732,26.23629103040424,0.00017991619547037067,0.10468184426109386,0.04983865719390777,23.71118274802575,24.27303556201514,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.902400000000001,0.09,-0.04509999999999995,0.9,-0.5911078005324786,-0.603011067084916,0.008891956662483661,-0.598130037144432,34.914078753811395,0.0008911583835894627,0.08870865674209208,0.04964003666185052,23.71118274802575,24.406976389000192,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5874000000000006,0.29,-0.04599999999999996,0.9,-0.7347801868178017,-0.7607976127103631,0.015219509127338807,-0.7430074294174184,40.85357495011218,0.000694675073757183,0.12954714587382563,0.0492852007623531,23.71118274802575,24.53629744501086,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3603500000000002,0.38,-0.04554999999999996,0.9,-0.873685446173597,-0.9186855854398714,0.026314187968474182,-0.8835667037594149,44.54227910695405,0.001401967007529677,0.1492251214873896,0.04880110640797477,23.71118274802575,24.66183519997867,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2487000000000004,0.44,-0.03149999999999992,0.91,-1.0065935708112301,-1.080451290794203,0.043406000747679446,-1.0174169036277596,49.12244207902022,0.0013927581862015219,0.17065891660580798,0.04816552968262829,23.71118274802575,24.785438609018456,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9668500000000003,0.58,0.04040000000000009,0.94,-1.1325804802894555,-1.2553995392918926,0.06741902764137535,-1.1448048628626784,52.933003840165874,0.0021605540637591393,0.20517125105357162,0.047389095095203504,23.71118274802575,24.902220628981013,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6887500000000002,0.67,0.04040000000000009,0.94,-1.2503548003178266,-1.4385594501713004,0.09964464262620251,-1.263438256615893,55.825448124735914,0.005467329476096611,0.2028609296053249,0.046390258724441025,23.71118274802575,25.01547932001995,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.4489500000000002,0.76,0.04040000000000009,0.94,-1.3612965297030333,-1.6447364269077582,0.138702846572976,-1.3752181659712792,59.14054349016394,0.0056327510200536975,0.2576535404960144,0.04526112610152126,23.71118274802575,25.1265909220092,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.43125000000000013,0.77,0.04040000000000009,0.94,-1.459996012193543,-1.8604463447412776,0.19000329542173733,-1.47521934956148,63.271970427657934,0.002360397551094107,0.2551139795313996,0.04397559973913922,23.71118274802575,25.237846035975963,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.2862000000000002,0.82,0.04040000000000009,0.94,-1.5478811673367698,-2.110997547009838,0.252118069488433,-1.5635226217900688,67.89516091139227,0.008904746348173488,0.2818096119487264,0.042597091611048014,23.71118274802575,25.34793184901355,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.27120000000000016,0.86,0.04040000000000009,0.94,-1.6299087284342815,-2.3771484464549455,0.32009043543416293,-1.6461291837580152,72.22428037824538,0.007171187874463358,0.31463428051046777,0.041148926632603694,23.71118274802575,25.456567941000685,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.1870000000000001,0.88,0.04040000000000009,0.94,-1.6948075318023366,-2.6829746787646562,0.4051915566059716,-1.7119269055616302,77.31438427769538,0.00867576582687995,0.34060012871608747,0.039514945479809375,23.71118274802575,25.564918869989924,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.19825000000000015,0.89,0.04040000000000009,0.94,-1.7497229369147898,-2.9868530759622316,0.500276073054627,-1.7675350867777158,82.89714351037398,0.014196352715062513,0.3344946626435936,0.03782021868230828,23.71118274802575,25.673110077972524,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1610500000000001,0.9,0.04040000000000009,0.94,-1.7903279694500989,-3.331458250618134,0.6096709580936271,-1.8079608528532818,86.63975394979283,0.009688009485743618,0.3527085015529016,0.035994998259417516,23.71118274802575,25.78255318599986,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1958500000000001,0.88,0.04040000000000009,0.94,-1.8233835777818195,-3.7512616818031925,0.7266152617880975,-1.8416921624621179,92.42704822395196,0.015348790573506903,0.40657867400142256,0.0339542698544574,23.71118274802575,25.89048650197219,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.1648500000000001,0.92,0.04040000000000009,0.94,-1.827893992847724,-4.181294507270049,0.8721047519376978,-1.8468632718267133,99.27641081517726,0.017013186524665165,0.43088890104242855,0.031883940237680236,23.71118274802575,25.997587609977927,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.15225000000000008,0.92,0.04040000000000009,0.94,-1.8302054030661348,-4.590196849374935,1.019793239432439,-1.8496488398313027,104.339495835537,0.020561874773092962,0.4117824137141961,0.029807874910647715,23.71118274802575,26.10491312999511,1
0.05,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.10110000000000006,0.92,0.04040000000000009,0.94,-1.8074866003529595,-5.129075653113562,1.1925119319448203,-1.8271531775925651,108.98434318515949,0.01932447966076805,0.4467687212991765,0.027812480280968693,23.71118274802575,26.21064819698222,1
