rho,seed,T,alpha,eta,theta_lambda,theta_lr,theta_inner_steps,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,problem,gamma,intended_prob,num_trajectories,max_steps,checkpoint_count,device,status,error,step,checkpoint_idx,solver_avg_reward,solver_success_rate,greedy_avg_reward,greedy_success_rate,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,train_elapsed_seconds,elapsed_seconds,run_idx
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6115000000000002,0.71,0.03740000000000009,0.94,-1.2513668822123998,-1.4339693232012722,0.09863256076723204,-1.2639148976100272,56.26635022267196,0.0025818948935043464,0.20755253051636352,0.04639520651371646,21.134113783948123,22.43298191204667,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.4431500000000002,0.76,0.03740000000000009,0.94,-1.3614771209908683,-1.6467444032563017,0.13852225531687623,-1.374897125113451,59.84329697392355,0.006740557576372976,0.2701849441284602,0.04527904037759932,21.134113783948123,22.546059262007475,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3697000000000001,0.79,0.03740000000000009,0.94,-1.4648371346500808,-1.8529090661823258,0.18516217318525965,-1.4791021435886595,64.01985053813321,0.00648302791437448,0.2431791232901908,0.044080777152862384,21.134113783948123,22.656201425998006,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.3563000000000001,0.8,0.03740000000000009,0.94,-1.5541645655333498,-2.110915863746364,0.24583467178961427,-1.5686434678229177,68.06694780569705,0.003435223565452069,0.28017593562092724,0.04274795063465905,21.134113783948123,22.76696111599449,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.23970000000000014,0.87,0.03740000000000009,0.94,-1.6369319063785768,-2.3764381559093435,0.3130672583022021,-1.6521198830516797,73.15610787598231,0.010453425894196604,0.3265765638554938,0.04129645108813268,21.134113783948123,22.876661347050685,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.2144500000000001,0.86,0.03740000000000009,0.94,-1.7079798643724127,-2.6752940922539774,0.39201922532642713,-1.7237963120576663,78.73709606041623,0.006274215959211973,0.31795160504646586,0.03978891611118709,21.134113783948123,22.984007907041814,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.20910000000000006,0.88,0.03740000000000009,0.94,-1.765296004754099,-2.9771827362435803,0.4847030071274082,-1.7811909345273134,83.66421571028548,0.013600780009094586,0.3396206760549192,0.03811640784662392,21.134113783948123,23.091047695023008,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1819500000000001,0.88,0.03740000000000009,0.94,-1.81554839368863,-3.3276643040858698,0.5844505366109829,-1.8318165079580293,88.66376056105163,0.008017402828733837,0.360325281365929,0.036421979617934655,21.134113783948123,23.19813397299731,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.17205000000000012,0.88,0.03740000000000009,0.94,-1.8466362113668988,-3.755119598963016,0.7033626322420901,-1.8633198937603968,93.9410699141309,0.017250726608306323,0.41086893402298674,0.03443189193190471,21.134113783948123,23.305580015003216,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16920000000000013,0.9,0.03740000000000009,0.94,-1.8737517405978292,-4.156333303126559,0.8262470101562783,-1.891343651831437,99.6104029932846,0.012017015454339794,0.4054599327373199,0.032661778152035005,21.134113783948123,23.417255122039933,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.14060000000000006,0.92,0.03740000000000009,0.94,-1.8758932160212631,-4.6046933076019725,0.9741054354842338,-1.893345640901809,106.17621380616535,0.019697170267246582,0.4136198524955654,0.03070362868011875,21.134113783948123,23.523001788998954,20
0.5,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.10255000000000006,0.92,0.03740000000000009,0.94,-1.8726927741747053,-5.0886601748677585,1.1273057723211786,-1.8900650662026337,111.27113779947354,0.010950796387777855,0.44313221591287977,0.029281712604951167,21.134113783948123,23.62892639799975,20
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14835912837202989,-0.14977741136363054,0.0016408110414691652,-0.1496875023147814,9.58287096148864,0.0003236981780156006,0.04182300773935025,0.04998485374237745,23.346960876020603,23.54427937901346,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0202000000000004,0.0,-2.0056500000000006,0.0,-0.29673171687069305,-0.2992055033379813,0.00326816192062933,-0.3003007325787024,17.35216906346083,0.0005884766690235821,0.06035289925445919,0.04994114065815869,23.346960876020603,23.722956045006867,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9945000000000004,0.03,-2.0548000000000006,0.0,-0.4445595110115293,-0.4498425775897832,0.0054403070734861695,-0.4495474492965942,26.293596144722162,0.00017428102769352465,0.10551206198843603,0.04983957199467153,23.346960876020603,23.894602101005148,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9156500000000007,0.09,-0.04509999999999995,0.9,-0.5912032373236451,-0.6029966009056802,0.008796519871816105,-0.5981634585646017,34.80353437728979,0.0010243343841981347,0.08554914790646964,0.04963848308041118,23.346960876020603,24.030579295009375,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5679000000000007,0.32,-0.04599999999999996,0.9,-0.7349345058941299,-0.7597734506358813,0.015065190064121638,-0.7430681922695506,40.218498833629795,0.0008377993126699765,0.13454850104867938,0.04930308026004493,23.346960876020603,24.160665927978698,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3903000000000003,0.37,-0.04554999999999996,0.9,-0.8740341839720647,-0.9159536877431725,0.025965450199172815,-0.8837221416280068,44.16760344713529,0.0019182064745032722,0.13870135316084975,0.048813757770756375,23.346960876020603,24.291244206018746,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2247500000000004,0.46,-0.03149999999999992,0.91,-1.0073075295409897,-1.0783727488599228,0.04269204206801889,-1.0178615514383251,49.00466724754157,0.0015577292879015222,0.181610203579378,0.048190664893653555,23.346960876020603,24.412301173026208,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9595500000000002,0.59,0.04040000000000009,0.94,-1.1338189631143378,-1.2523468445487032,0.0661805448783536,-1.1455909126027943,52.06903841855707,0.0017060480679063359,0.19193240545504203,0.04736804890278979,23.346960876020603,24.52989141998114,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6056000000000001,0.71,0.04040000000000009,0.94,-1.2513668822123998,-1.4339693232012722,0.09863256076723204,-1.2639148976100272,56.26635022267196,0.0025818948935043464,0.20755253051636352,0.04639520651371646,23.346960876020603,24.642677807016298,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.44615000000000016,0.76,0.04040000000000009,0.94,-1.3614771209908683,-1.6467444032563017,0.13852225531687623,-1.374897125113451,59.84329697392355,0.006740557576372976,0.2701849441284602,0.04527904037759932,23.346960876020603,24.754480405012146,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.36925,0.79,0.04040000000000009,0.94,-1.4648371346500808,-1.8529090661823258,0.18516217318525965,-1.4791021435886595,64.01985053813321,0.00648302791437448,0.2431791232901908,0.044080777152862384,23.346960876020603,24.86399355501635,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.35585000000000006,0.8,0.04040000000000009,0.94,-1.5541645655333498,-2.110915863746364,0.24583467178961427,-1.5686434678229177,68.06694780569705,0.003435223565452069,0.28017593562092724,0.04274795063465905,23.346960876020603,24.974388491013087,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.23925000000000016,0.87,0.04040000000000009,0.94,-1.6369319063785768,-2.3764381559093435,0.3130672583022021,-1.6521198830516797,73.15610787598231,0.010453425894196604,0.3265765638554938,0.04129645108813268,23.346960876020603,25.0836803180282,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.21400000000000008,0.86,0.04040000000000009,0.94,-1.7079798643724127,-2.6752940922539774,0.39201922532642713,-1.7237963120576663,78.73709606041623,0.006274215959211973,0.31795160504646586,0.03978891611118709,23.346960876020603,25.19134010199923,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.20865000000000009,0.88,0.04040000000000009,0.94,-1.765296004754099,-2.9771827362435803,0.4847030071274082,-1.7811909345273134,83.66421571028548,0.013600780009094586,0.3396206760549192,0.03811640784662392,23.346960876020603,25.302612195024267,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1815000000000001,0.88,0.04040000000000009,0.94,-1.81554839368863,-3.3276643040858698,0.5844505366109829,-1.8318165079580293,88.66376056105163,0.008017402828733837,0.360325281365929,0.036421979617934655,23.346960876020603,25.41021338797873,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1716000000000001,0.88,0.04040000000000009,0.94,-1.8466362113668988,-3.755119598963016,0.7033626322420901,-1.8633198937603968,93.9410699141309,0.017250726608306323,0.41086893402298674,0.03443189193190471,23.346960876020603,25.515978466020897,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.16620000000000013,0.9,0.04040000000000009,0.94,-1.8737517405978292,-4.156333303126559,0.8262470101562783,-1.891343651831437,99.6104029932846,0.012017015454339794,0.4054599327373199,0.032661778152035005,23.346960876020603,25.621665702026803,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.13760000000000006,0.92,0.04040000000000009,0.94,-1.8758932160212631,-4.6046933076019725,0.9741054354842338,-1.893345640901809,106.17621380616535,0.019697170267246582,0.4136198524955654,0.03070362868011875,23.346960876020603,25.72703059599735,22
0.5,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.09955000000000006,0.92,0.04040000000000009,0.94,-1.8726927741747053,-5.0886601748677585,1.1273057723211786,-1.8900650662026337,111.27113779947354,0.010950796387777855,0.44313221591287977,0.029281712604951167,23.346960876020603,25.831348660984077,22
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14836761796754996,-0.1497837038838851,0.0016323214459525968,-0.14969232223729748,9.568872940035117,0.00031915623334810247,0.04150744435573874,0.04998485257390528,19.905032747017685,20.10366632201476,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0257500000000004,0.0,-2.00565,0.0,-0.29676218188906495,-0.2992241991580849,0.003237696902465409,-0.3002989549865918,17.427812146101186,0.0006325898606630436,0.05665628323622213,0.0499414257403353,19.905032747017685,20.285317023051903,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9763500000000005,0.04,-2.0187500000000003,0.0,-0.44460081568312615,-0.4497967675142657,0.005399002403680098,-0.44953545862843197,26.18361239199471,0.00017105734772564454,0.10611210550216015,0.04984224120871992,19.905032747017685,20.458021378028207,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9129000000000007,0.1,-0.036199999999999954,0.9,-0.5913792699764209,-0.6000412675196904,0.008620487223349608,-0.5983169078543773,34.93725371815005,0.0006095368781026357,0.0963174151772495,0.049634197543120734,19.905032747017685,20.591118068026844,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5913000000000008,0.3,-0.03709999999999995,0.9,-0.7352885959592845,-0.7565578499239496,0.014711099990620546,-0.7433193751139308,40.52176391184278,0.00112159071670057,0.14506269657205004,0.0492890122741452,19.905032747017685,20.720840938040055,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4174500000000005,0.35,-0.03664999999999995,0.9,-0.8742940111447541,-0.9120909231254045,0.02570562302740835,-0.8833215122962375,44.34997185163816,0.0020447761919751973,0.1577411261004459,0.04883773098089215,19.905032747017685,20.846369273029268,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2556000000000005,0.44,-0.02259999999999991,0.91,-1.0075502988765048,-1.070107379433361,0.04244927277504264,-1.0177726256130986,49.2082952478358,0.0016777397912726524,0.17479654200683306,0.048215424660016576,19.905032747017685,20.968064225045964,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9757500000000003,0.61,0.049300000000000094,0.94,-1.1341313421595849,-1.23863091485615,0.06586816592904587,-1.1448230459931523,52.40977660743303,0.002581224317656093,0.18707685347628844,0.04741152837994496,19.905032747017685,21.08625984803075,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.7217000000000001,0.68,0.049300000000000094,0.94,-1.2524984648182054,-1.4300182815519118,0.09750097836340924,-1.2639724618657353,55.588537085949845,0.004500250322220398,0.23946519735332494,0.04647552062968359,19.905032747017685,21.20102333102841,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.45505000000000023,0.78,0.049300000000000094,0.94,-1.3645595001176112,-1.6250251619176292,0.13543987659919565,-1.3768282065585875,59.12017441777769,0.00674449815350169,0.23188587992007192,0.04540201983476264,19.905032747017685,21.317220697004814,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.33845000000000014,0.8,0.049300000000000094,0.94,-1.4663468296901598,-1.8465058323568635,0.18365247878207355,-1.478816488609452,63.64486842254178,0.0035737704242779114,0.2618034461984791,0.0442301978402796,19.905032747017685,21.426523935049772,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.3182000000000001,0.82,0.049300000000000094,0.94,-1.5581946987598059,-2.09759440969051,0.2418045394927648,-1.5714098561730763,67.71355833917937,0.006089547996918955,0.300110269089707,0.042880261601377256,19.905032747017685,21.536079814017285,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.23560000000000014,0.88,0.049300000000000094,0.94,-1.6441234882913542,-2.3403250738971004,0.3058756776581739,-1.6576152885784976,73.03001271734527,0.010257370959291617,0.29198988255425745,0.04145420160293704,19.905032747017685,21.644281282031443,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.18490000000000012,0.89,0.049300000000000094,0.94,-1.7162773972165708,-2.6507834225627462,0.38372169412448964,-1.7296981874078867,77.64926549606385,0.004320173952421222,0.3186037807846988,0.04008441868207243,19.905032747017685,21.752612931013573,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.18395000000000006,0.9,0.049300000000000094,0.94,-1.7784758727366174,-2.978067686815361,0.47152314136877754,-1.7924013309734528,83.42069453640228,0.012262744709677687,0.3731646009552424,0.03843006000865593,19.905032747017685,21.860416925046593,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.1267000000000001,0.92,0.049300000000000094,0.94,-1.8310723073055764,-3.298938746583035,0.5689266262423902,-1.8457164516914655,88.18817571334642,0.004949369675177577,0.3557303641817419,0.03686440987672136,19.905032747017685,21.966282523004338,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.16775000000000012,0.91,0.049300000000000094,0.94,-1.872001377463075,-3.691474934872755,0.6779974709332103,-1.8863744238633788,93.9885864637526,0.01624063509032515,0.37823414658381566,0.03493407629050665,19.905032747017685,22.073210130038206,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.1623500000000001,0.91,0.049300000000000094,0.94,-1.8994771199977993,-4.098827791572555,0.8005216376508805,-1.9139853385607277,99.97977569377568,0.007691203079529768,0.41055539911852934,0.033496303488024896,19.905032747017685,22.180290869029704,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.12090000000000009,0.92,0.049300000000000094,0.94,-1.915983768061121,-4.507483214159596,0.9340148929160816,-1.9305599708151786,105.68558712260047,0.01883497939685252,0.439474503568427,0.03138380199370039,19.905032747017685,22.2890173610067,19
1.0,42,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.10170000000000011,0.95,0.049300000000000094,0.94,-1.9140287282776869,-5.030883189149076,1.0859698298267408,-1.9291485362646277,111.9359303734091,0.010312434553495701,0.45120569824737944,0.029650871064034426,19.905032747017685,22.39496921002865,19
1.0,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.14836761796754996,-0.1497837038838851,0.0016323214459525968,-0.14969232223729748,9.568872940035117,0.00031915623334810247,0.04150744435573874,0.04998485257390528,19.941315165022388,20.13693953503389,21
1.0,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0257500000000004,0.0,-2.00565,0.0,-0.29676218188906495,-0.2992241991580849,0.003237696902465409,-0.3002989549865918,17.427812146101186,0.0006325898606630436,0.05665628323622213,0.0499414257403353,19.941315165022388,20.313765914994292,21
1.0,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-1.9763500000000005,0.04,-2.0187500000000003,0.0,-0.44460081568312615,-0.4497967675142657,0.005399002403680098,-0.44953545862843197,26.18361239199471,0.00017105734772564454,0.10611210550216015,0.04984224120871992,19.941315165022388,20.49179121502675,21
1.0,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.9129000000000007,0.1,-0.04609999999999995,0.9,-0.5913792699764209,-0.6000412675196904,0.008620487223349608,-0.5983169078543773,34.93725371815005,0.0006095368781026357,0.0963174151772495,0.049634197543120734,19.941315165022388,20.62563141999999,21
1.0,43,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.5913000000000008,0.3,-0.04699999999999995,0.9,-0.7352885959592845,-0.7565578499239496,0.014711099990620546,-0.7433193751139308,40.52176391184278,0.00112159071670057,0.14506269657205004,0.0492890122741452,19.941315165022388,20.755605802987702,21
