run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds
355,FOGAS,20000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.287349436180551,0.05503362071893615,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.05986589611112521,0.01167224105601672,-0.8847401507249889,0.74,-0.885172038505124,0.016509663259720593,29.80885645095259
356,FOGAS,4000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.451035880756717,0.05812001723875192,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06545157367446104,0.015121467713222194,-0.9054173197560474,0.67,-0.9006341423101,0.022350613014190696,21.224287922028452
357,FOGAS,8000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3261544961759757,0.060265569545086016,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06493747964006373,0.012441777232696676,-0.8830537584838757,0.76,-0.8843212133888153,0.01855002251829209,21.2196754058823
358,FOGAS,12000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3595352131755565,0.07097325405812928,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06675999326269967,0.012510417586676072,-0.8839513632988941,0.77,-0.8837885648723542,0.018295437782679183,22.910704157082364
359,FOGAS,16000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3492673617468505,0.06803737919972885,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06811765232671528,0.013333628109276324,-0.8918373947538788,0.7,-0.8935508089563147,0.0189321016789872,26.402739639859647
360,FOGAS,20000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.3652233581271926,0.061704596373518945,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.061141834900831776,0.012577250947122396,-0.8844138881886154,0.76,-0.8855676349258453,0.018247522592251986,29.7363119199872
361,FOGAS,4000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.539174079268058,0.06527494053665801,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06432546502209187,0.0137493877444722,-0.892383519904781,0.71,-0.8915989194517526,0.020069657753324355,21.120967630995438
362,FOGAS,8000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.7169650271112493,0.06870937624140377,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07457971983992978,0.01547522859323623,-0.9023114460863263,0.67,-0.9021688072938722,0.02233774104189943,21.44304537307471
363,FOGAS,12000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.6321381707807308,0.07173456878945018,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07426197273240895,0.014663512459401607,-0.8997436646642574,0.67,-0.9002168119531208,0.020931426430574246,23.131458749994636
364,FOGAS,16000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,ok,,2.667267183124637,0.07135725168686365,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07436300742822001,0.01504147685166812,-0.8988669373304397,0.67,-0.9031157472248362,0.021326264689887443,26.36388124199584
